"STATION","DATE","TAVG"
"USW00024234","2003-06-08","65"
"USW00024234","2003-06-09","62"
"USW00024234","2003-06-10","59"
"USW00024234","2003-06-11","61"
"USW00024234","2003-06-12","59"
"USW00024234","2003-06-13","62"
"USW00024234","2003-06-14","62"
"USW00024234","2003-06-15","65"
"USW00024234","2003-06-16","67"
"USW00024234","2003-06-17","73"
"USW00024234","2003-06-18","61"
"USW00024234","2003-06-19","59"
"USW00024234","2003-06-20","56"
"USW00024234","2003-06-21","56"
"USW00024234","2003-06-22","57"
"USW00024234","2003-06-23","60"
"USW00024234","2003-06-24","63"
"USW00024234","2003-06-25","67"
"USW00024234","2003-06-26","70"
"USW00024234","2003-06-27","70"
"USW00024234","2003-06-28","74"
"USW00024234","2003-06-29","70"
"USW00024234","2003-06-30","66"
"USW00024234","2003-07-01","63"
"USW00024234","2003-07-02","62"
"USW00024234","2003-07-03","65"
"USW00024234","2003-07-04","66"
"USW00024234","2003-07-05","66"
"USW00024234","2003-07-06","68"
"USW00024234","2003-07-07","64"
"USW00024234","2003-07-08","65"
"USW00024234","2003-07-09","69"
"USW00024234","2003-07-10","76"
"USW00024234","2003-07-11","70"
"USW00024234","2003-07-12","71"
"USW00024234","2003-07-13","67"
"USW00024234","2003-07-14","70"
"USW00024234","2003-07-15","70"
"USW00024234","2003-07-16","67"
"USW00024234","2003-07-17","68"
"USW00024234","2003-07-18","72"
"USW00024234","2003-07-19","73"
"USW00024234","2003-07-20","77"
"USW00024234","2003-07-21","75"
"USW00024234","2003-07-22","74"
"USW00024234","2003-07-23","69"
"USW00024234","2003-07-24","68"
"USW00024234","2003-07-25","68"
"USW00024234","2003-07-26","68"
"USW00024234","2003-07-27","71"
"USW00024234","2003-07-28","76"
"USW00024234","2003-07-29","78"
"USW00024234","2003-07-30","80"
"USW00024234","2003-07-31","70"
"USW00024234","2003-08-01","66"
"USW00024234","2003-08-02","69"
"USW00024234","2003-08-03","65"
"USW00024234","2003-08-04","69"
"USW00024234","2003-08-05","68"
"USW00024234","2003-08-06","68"
"USW00024234","2003-08-07","69"
"USW00024234","2003-08-08","70"
"USW00024234","2003-08-09","68"
"USW00024234","2003-08-10","68"
"USW00024234","2003-08-11","69"
"USW00024234","2003-08-12","67"
"USW00024234","2003-08-13","68"
"USW00024234","2003-08-14","69"
"USW00024234","2003-08-15","71"
"USW00024234","2003-08-16","70"
"USW00024234","2003-08-17","74"
"USW00024234","2003-08-18","72"
"USW00024234","2003-08-19","70"
"USW00024234","2003-08-20","67"
"USW00024234","2003-08-21","72"
"USW00024234","2003-08-22","64"
"USW00024234","2003-08-23","60"
"USW00024234","2003-08-24","64"
"USW00024234","2003-08-25","73"
"USW00024234","2003-08-26","69"
"USW00024234","2003-08-27","68"
"USW00024234","2003-08-28","67"
"USW00024234","2003-08-29","70"
"USW00024234","2003-08-30","70"
"USW00024234","2003-08-31","69"
"USW00024234","2003-09-01","67"
"USW00024234","2003-09-02","72"
"USW00024234","2003-09-03","74"
"USW00024234","2003-09-04","75"
"USW00024234","2003-09-05","72"
"USW00024234","2003-09-06","68"
"USW00024234","2003-09-07","65"
"USW00024234","2003-09-08","64"
"USW00024234","2003-09-09","63"
"USW00024234","2003-09-10","62"
"USW00024234","2003-09-11","61"
"USW00024234","2003-09-12","61"
"USW00024234","2003-09-13","60"
"USW00024234","2003-09-14","60"
"USW00024234","2003-09-15","57"
"USW00024234","2003-09-16","55"
"USW00024234","2003-09-17","57"
"USW00024234","2003-09-18","61"
"USW00024234","2003-09-19","60"
"USW00024234","2003-09-20","59"
"USW00024234","2003-09-21","60"
"USW00024234","2003-09-22","64"
"USW00024234","2003-09-23","65"
"USW00024234","2003-09-24","64"
"USW00024234","2003-09-25","65"
"USW00024234","2003-09-26","66"
"USW00024234","2003-09-27","69"
"USW00024234","2003-09-28","69"
"USW00024234","2003-09-29","61"
"USW00024234","2003-09-30","64"
"USW00024234","2003-10-01","64"
"USW00024234","2003-10-02","60"
"USW00024234","2003-10-03","57"
"USW00024234","2003-10-04","55"
"USW00024234","2003-10-05","59"
"USW00024234","2003-10-06","64"
"USW00024234","2003-10-07","59"
"USW00024234","2003-10-08","58"
"USW00024234","2003-10-09","53"
"USW00024234","2003-10-10","54"
"USW00024234","2003-10-11","53"
"USW00024234","2003-10-12","55"
"USW00024234","2003-10-13","56"
"USW00024234","2003-10-14","53"
"USW00024234","2003-10-15","49"
"USW00024234","2003-10-16","59"
"USW00024234","2003-10-17","63"
"USW00024234","2003-10-18","59"
"USW00024234","2003-10-19","62"
"USW00024234","2003-10-20","62"
"USW00024234","2003-10-21","62"
"USW00024234","2003-10-22","61"
"USW00024234","2003-10-23","55"
"USW00024234","2003-10-24","53"
"USW00024234","2003-10-25","52"
"USW00024234","2003-10-26","54"
"USW00024234","2003-10-27","55"
"USW00024234","2003-10-28","55"
"USW00024234","2003-10-29","49"
"USW00024234","2003-10-30","43"
"USW00024234","2003-10-31","39"
"USW00024234","2003-11-01","36"
"USW00024234","2003-11-02","40"
"USW00024234","2003-11-03","36"
"USW00024234","2003-11-04","37"
"USW00024234","2003-11-05","37"
"USW00024234","2003-11-06","39"
"USW00024234","2003-11-07","40"
"USW00024234","2003-11-08","47"
"USW00024234","2003-11-09","45"
"USW00024234","2003-11-10","49"
"USW00024234","2003-11-11","51"
"USW00024234","2003-11-12","46"
"USW00024234","2003-11-13","44"
"USW00024234","2003-11-14","49"
"USW00024234","2003-11-15","49"
"USW00024234","2003-11-16","48"
"USW00024234","2003-11-17","50"
"USW00024234","2003-11-18","52"
"USW00024234","2003-11-19","48"
"USW00024234","2003-11-20","39"
"USW00024234","2003-11-21","36"
"USW00024234","2003-11-22","35"
"USW00024234","2003-11-23","42"
"USW00024234","2003-11-24","43"
"USW00024234","2003-11-25","46"
"USW00024234","2003-11-26","44"
"USW00024234","2003-11-27","43"
"USW00024234","2003-11-28","49"
"USW00024234","2003-11-29","47"
"USW00024234","2003-11-30","42"
"USW00024234","2003-12-01","43"
"USW00024234","2003-12-02","48"
"USW00024234","2003-12-03","43"
"USW00024234","2003-12-04","45"
"USW00024234","2003-12-05","49"
"USW00024234","2003-12-06","47"
"USW00024234","2003-12-07","43"
"USW00024234","2003-12-08","43"
"USW00024234","2003-12-09","41"
"USW00024234","2003-12-10","44"
"USW00024234","2003-12-11","45"
"USW00024234","2003-12-12","45"
"USW00024234","2003-12-13","46"
"USW00024234","2003-12-14","42"
"USW00024234","2003-12-15","43"
"USW00024234","2003-12-16","48"
"USW00024234","2003-12-17","44"
"USW00024234","2003-12-18","45"
"USW00024234","2003-12-19","44"
"USW00024234","2003-12-20","48"
"USW00024234","2003-12-21","46"
"USW00024234","2003-12-22","45"
"USW00024234","2003-12-23","46"
"USW00024234","2003-12-24","48"
"USW00024234","2003-12-25","42"
"USW00024234","2003-12-26","38"
"USW00024234","2003-12-27","38"
"USW00024234","2003-12-28","37"
"USW00024234","2003-12-29","34"
"USW00024234","2003-12-30","31"
"USW00024234","2003-12-31","35"
"USW00024234","2004-01-01","36"
"USW00024234","2004-01-02","35"
"USW00024234","2004-01-03","32"
"USW00024234","2004-01-04","25"
"USW00024234","2004-01-05","24"
"USW00024234","2004-01-06","29"
"USW00024234","2004-01-07","35"
"USW00024234","2004-01-08","41"
"USW00024234","2004-01-09","48"
"USW00024234","2004-01-10","43"
"USW00024234","2004-01-11","43"
"USW00024234","2004-01-12","43"
"USW00024234","2004-01-13","47"
"USW00024234","2004-01-14","49"
"USW00024234","2004-01-15","49"
"USW00024234","2004-01-16","46"
"USW00024234","2004-01-17","44"
"USW00024234","2004-01-18","47"
"USW00024234","2004-01-19","48"
"USW00024234","2004-01-20","42"
"USW00024234","2004-01-21","41"
"USW00024234","2004-01-22","41"
"USW00024234","2004-01-23","46"
"USW00024234","2004-01-24","42"
"USW00024234","2004-01-25","37"
"USW00024234","2004-01-26","44"
"USW00024234","2004-01-27","47"
"USW00024234","2004-01-28","48"
"USW00024234","2004-01-29","52"
"USW00024234","2004-01-30","46"
"USW00024234","2004-01-31","41"
"USW00024234","2004-02-01","42"
"USW00024234","2004-02-02","42"
"USW00024234","2004-02-03","46"
"USW00024234","2004-02-04","42"
"USW00024234","2004-02-05","40"
"USW00024234","2004-02-06","45"
"USW00024234","2004-02-07","45"
"USW00024234","2004-02-08","42"
"USW00024234","2004-02-09","39"
"USW00024234","2004-02-10","41"
"USW00024234","2004-02-11","49"
"USW00024234","2004-02-12","46"
"USW00024234","2004-02-13","44"
"USW00024234","2004-02-14","47"
"USW00024234","2004-02-15","47"
"USW00024234","2004-02-16","45"
"USW00024234","2004-02-17","45"
"USW00024234","2004-02-18","48"
"USW00024234","2004-02-19","45"
"USW00024234","2004-02-20","44"
"USW00024234","2004-02-21","47"
"USW00024234","2004-02-22","49"
"USW00024234","2004-02-23","47"
"USW00024234","2004-02-24","48"
"USW00024234","2004-02-25","45"
"USW00024234","2004-02-26","46"
"USW00024234","2004-02-27","48"
"USW00024234","2004-02-28","47"
"USW00024234","2004-02-29","46"
"USW00024234","2004-03-01","46"
"USW00024234","2004-03-02","43"
"USW00024234","2004-03-03","43"
"USW00024234","2004-03-04","46"
"USW00024234","2004-03-05","46"
"USW00024234","2004-03-06","45"
"USW00024234","2004-03-07","51"
"USW00024234","2004-03-08","54"
"USW00024234","2004-03-09","51"
"USW00024234","2004-03-10","47"
"USW00024234","2004-03-11","48"
"USW00024234","2004-03-12","45"
"USW00024234","2004-03-13","48"
"USW00024234","2004-03-14","51"
"USW00024234","2004-03-15","46"
"USW00024234","2004-03-16","49"
"USW00024234","2004-03-17","50"
"USW00024234","2004-03-18","46"
"USW00024234","2004-03-19","45"
"USW00024234","2004-03-20","49"
"USW00024234","2004-03-21","55"
"USW00024234","2004-03-22","58"
"USW00024234","2004-03-23","52"
"USW00024234","2004-03-24","48"
"USW00024234","2004-03-25","48"
"USW00024234","2004-03-26","48"
"USW00024234","2004-03-27","51"
"USW00024234","2004-03-28","51"
"USW00024234","2004-03-29","61"
"USW00024234","2004-03-30","48"
"USW00024234","2004-03-31","46"
"USW00024234","2004-04-01","47"
"USW00024234","2004-04-02","52"
"USW00024234","2004-04-03","57"
"USW00024234","2004-04-04","53"
"USW00024234","2004-04-05","51"
"USW00024234","2004-04-06","51"
"USW00024234","2004-04-07","54"
"USW00024234","2004-04-08","54"
"USW00024234","2004-04-09","55"
"USW00024234","2004-04-10","58"
"USW00024234","2004-04-11","63"
"USW00024234","2004-04-12","56"
"USW00024234","2004-04-13","56"
"USW00024234","2004-04-14","50"
"USW00024234","2004-04-15","51"
"USW00024234","2004-04-16","51"
"USW00024234","2004-04-17","53"
"USW00024234","2004-04-18","52"
"USW00024234","2004-04-19","51"
"USW00024234","2004-04-20","51"
"USW00024234","2004-04-21","54"
"USW00024234","2004-04-22","55"
"USW00024234","2004-04-23","53"
"USW00024234","2004-04-24","52"
"USW00024234","2004-04-25","57"
"USW00024234","2004-04-26","63"
"USW00024234","2004-04-27","53"
"USW00024234","2004-04-28","54"
"USW00024234","2004-04-29","58"
"USW00024234","2004-04-30","66"
"USW00024234","2004-05-01","65"
"USW00024234","2004-05-02","63"
"USW00024234","2004-05-03","62"
"USW00024234","2004-05-04","56"
"USW00024234","2004-05-05","54"
"USW00024234","2004-05-06","56"
"USW00024234","2004-05-07","57"
"USW00024234","2004-05-08","57"
"USW00024234","2004-05-09","55"
"USW00024234","2004-05-10","50"
"USW00024234","2004-05-11","55"
"USW00024234","2004-05-12","58"
"USW00024234","2004-05-13","57"
"USW00024234","2004-05-14","58"
"USW00024234","2004-05-15","55"
"USW00024234","2004-05-16","58"
"USW00024234","2004-05-17","62"
"USW00024234","2004-05-18","63"
"USW00024234","2004-05-19","58"
"USW00024234","2004-05-20","61"
"USW00024234","2004-05-21","58"
"USW00024234","2004-05-22","56"
"USW00024234","2004-05-23","60"
"USW00024234","2004-05-24","63"
"USW00024234","2004-05-25","61"
"USW00024234","2004-05-26","60"
"USW00024234","2004-05-27","56"
"USW00024234","2004-05-28","55"
"USW00024234","2004-05-29","56"
"USW00024234","2004-05-30","59"
"USW00024234","2004-05-31","57"
"USW00024234","2004-06-01","58"
"USW00024234","2004-06-02","61"
"USW00024234","2004-06-03","67"
"USW00024234","2004-06-04","68"
"USW00024234","2004-06-05","61"
"USW00024234","2004-06-06","59"
"USW00024234","2004-06-07","57"
"USW00024234","2004-06-08","65"
"USW00024234","2004-06-09","63"
"USW00024234","2004-06-10","56"
"USW00024234","2004-06-11","55"
"USW00024234","2004-06-12","56"
"USW00024234","2004-06-13","60"
"USW00024234","2004-06-14","59"
"USW00024234","2004-06-15","60"
"USW00024234","2004-06-16","65"
"USW00024234","2004-06-17","74"
"USW00024234","2004-06-18","75"
"USW00024234","2004-06-19","71"
"USW00024234","2004-06-20","73"
"USW00024234","2004-06-21","74"
"USW00024234","2004-06-22","67"
"USW00024234","2004-06-23","61"
"USW00024234","2004-06-24","63"
"USW00024234","2004-06-25","67"
"USW00024234","2004-06-26","67"
"USW00024234","2004-06-27","66"
"USW00024234","2004-06-28","68"
"USW00024234","2004-06-29","70"
"USW00024234","2004-06-30","68"
"USW00024234","2004-07-01","65"
"USW00024234","2004-07-02","63"
"USW00024234","2004-07-03","65"
"USW00024234","2004-07-04","66"
"USW00024234","2004-07-05","68"
"USW00024234","2004-07-06","62"
"USW00024234","2004-07-07","61"
"USW00024234","2004-07-08","64"
"USW00024234","2004-07-09","64"
"USW00024234","2004-07-10","65"
"USW00024234","2004-07-11","63"
"USW00024234","2004-07-12","69"
"USW00024234","2004-07-13","72"
"USW00024234","2004-07-14","70"
"USW00024234","2004-07-15","67"
"USW00024234","2004-07-16","71"
"USW00024234","2004-07-17","73"
"USW00024234","2004-07-18","75"
"USW00024234","2004-07-19","73"
"USW00024234","2004-07-20","72"
"USW00024234","2004-07-21","70"
"USW00024234","2004-07-22","74"
"USW00024234","2004-07-23","82"
"USW00024234","2004-07-24","81"
"USW00024234","2004-07-25","69"
"USW00024234","2004-07-26","69"
"USW00024234","2004-07-27","73"
"USW00024234","2004-07-28","74"
"USW00024234","2004-07-29","75"
"USW00024234","2004-07-30","67"
"USW00024234","2004-07-31","70"
"USW00024234","2004-08-01","71"
"USW00024234","2004-08-02","66"
"USW00024234","2004-08-03","68"
"USW00024234","2004-08-04","65"
"USW00024234","2004-08-05","67"
"USW00024234","2004-08-06","64"
"USW00024234","2004-08-07","67"
"USW00024234","2004-08-08","69"
"USW00024234","2004-08-09","78"
"USW00024234","2004-08-10","74"
"USW00024234","2004-08-11","72"
"USW00024234","2004-08-12","72"
"USW00024234","2004-08-13","70"
"USW00024234","2004-08-14","73"
"USW00024234","2004-08-15","71"
"USW00024234","2004-08-16","68"
"USW00024234","2004-08-17","71"
"USW00024234","2004-08-18","71"
"USW00024234","2004-08-19","73"
"USW00024234","2004-08-20","70"
"USW00024234","2004-08-21","69"
"USW00024234","2004-08-22","63"
"USW00024234","2004-08-23","68"
"USW00024234","2004-08-24","65"
"USW00024234","2004-08-25","63"
"USW00024234","2004-08-26","67"
"USW00024234","2004-08-27","66"
"USW00024234","2004-08-28","67"
"USW00024234","2004-08-29","69"
"USW00024234","2004-08-30","71"
"USW00024234","2004-08-31","68"
"USW00024234","2004-09-01","63"
"USW00024234","2004-09-02","61"
"USW00024234","2004-09-03","63"
"USW00024234","2004-09-04","61"
"USW00024234","2004-09-05","64"
"USW00024234","2004-09-06","61"
"USW00024234","2004-09-07","63"
"USW00024234","2004-09-08","64"
"USW00024234","2004-09-09","65"
"USW00024234","2004-09-10","63"
"USW00024234","2004-09-11","63"
"USW00024234","2004-09-12","61"
"USW00024234","2004-09-13","61"
"USW00024234","2004-09-14","60"
"USW00024234","2004-09-15","60"
"USW00024234","2004-09-16","59"
"USW00024234","2004-09-17","57"
"USW00024234","2004-09-18","53"
"USW00024234","2004-09-19","55"
"USW00024234","2004-09-20","56"
"USW00024234","2004-09-21","57"
"USW00024234","2004-09-22","56"
"USW00024234","2004-09-23","59"
"USW00024234","2004-09-24","59"
"USW00024234","2004-09-25","59"
"USW00024234","2004-09-26","58"
"USW00024234","2004-09-27","61"
"USW00024234","2004-09-28","60"
"USW00024234","2004-09-29","58"
"USW00024234","2004-09-30","58"
"USW00024234","2004-10-01","61"
"USW00024234","2004-10-02","58"
"USW00024234","2004-10-03","59"
"USW00024234","2004-10-04","55"
"USW00024234","2004-10-05","59"
"USW00024234","2004-10-06","61"
"USW00024234","2004-10-07","58"
"USW00024234","2004-10-08","57"
"USW00024234","2004-10-09","56"
"USW00024234","2004-10-10","57"
"USW00024234","2004-10-11","56"
"USW00024234","2004-10-12","61"
"USW00024234","2004-10-13","62"
"USW00024234","2004-10-14","60"
"USW00024234","2004-10-15","59"
"USW00024234","2004-10-16","55"
"USW00024234","2004-10-17","53"
"USW00024234","2004-10-18","52"
"USW00024234","2004-10-19","56"
"USW00024234","2004-10-20","53"
"USW00024234","2004-10-21","51"
"USW00024234","2004-10-22","50"
"USW00024234","2004-10-23","48"
"USW00024234","2004-10-24","48"
"USW00024234","2004-10-25","47"
"USW00024234","2004-10-26","52"
"USW00024234","2004-10-27","47"
"USW00024234","2004-10-28","43"
"USW00024234","2004-10-29","51"
"USW00024234","2004-10-30","51"
"USW00024234","2004-10-31","44"
"USW00024234","2004-11-01","51"
"USW00024234","2004-11-02","51"
"USW00024234","2004-11-03","44"
"USW00024234","2004-11-04","43"
"USW00024234","2004-11-05","40"
"USW00024234","2004-11-06","47"
"USW00024234","2004-11-07","52"
"USW00024234","2004-11-08","47"
"USW00024234","2004-11-09","51"
"USW00024234","2004-11-10","48"
"USW00024234","2004-11-11","46"
"USW00024234","2004-11-12","45"
"USW00024234","2004-11-13","51"
"USW00024234","2004-11-14","51"
"USW00024234","2004-11-15","51"
"USW00024234","2004-11-16","50"
"USW00024234","2004-11-17","43"
"USW00024234","2004-11-18","48"
"USW00024234","2004-11-19","43"
"USW00024234","2004-11-20","40"
"USW00024234","2004-11-21","44"
"USW00024234","2004-11-22","47"
"USW00024234","2004-11-23","49"
"USW00024234","2004-11-24","54"
"USW00024234","2004-11-25","47"
"USW00024234","2004-11-26","41"
"USW00024234","2004-11-27","44"
"USW00024234","2004-11-28","37"
"USW00024234","2004-11-29","34"
"USW00024234","2004-11-30","43"
"USW00024234","2004-12-01","43"
"USW00024234","2004-12-02","43"
"USW00024234","2004-12-03","45"
"USW00024234","2004-12-04","45"
"USW00024234","2004-12-05","41"
"USW00024234","2004-12-06","43"
"USW00024234","2004-12-07","44"
"USW00024234","2004-12-08","48"
"USW00024234","2004-12-09","45"
"USW00024234","2004-12-10","56"
"USW00024234","2004-12-11","47"
"USW00024234","2004-12-12","45"
"USW00024234","2004-12-13","50"
"USW00024234","2004-12-14","50"
"USW00024234","2004-12-15","48"
"USW00024234","2004-12-16","42"
"USW00024234","2004-12-17","45"
"USW00024234","2004-12-18","48"
"USW00024234","2004-12-19","45"
"USW00024234","2004-12-20","39"
"USW00024234","2004-12-21","41"
"USW00024234","2004-12-22","42"
"USW00024234","2004-12-23","38"
"USW00024234","2004-12-24","37"
"USW00024234","2004-12-25","44"
"USW00024234","2004-12-26","45"
"USW00024234","2004-12-27","43"
"USW00024234","2004-12-28","36"
"USW00024234","2004-12-29","41"
"USW00024234","2004-12-30","40"
"USW00024234","2004-12-31","39"
"USW00024234","2005-01-01","42"
"USW00024234","2005-01-02","37"
"USW00024234","2005-01-03","34"
"USW00024234","2005-01-04","36"
"USW00024234","2005-01-05","31"
"USW00024234","2005-01-06","33"
"USW00024234","2005-01-07","40"
"USW00024234","2005-01-08","39"
"USW00024234","2005-01-09","36"
"USW00024234","2005-01-10","36"
"USW00024234","2005-01-11","34"
"USW00024234","2005-01-12","43"
"USW00024234","2005-01-13","37"
"USW00024234","2005-01-14","34"
"USW00024234","2005-01-15","31"
"USW00024234","2005-01-16","39"
"USW00024234","2005-01-17","49"
"USW00024234","2005-01-18","58"
"USW00024234","2005-01-19","58"
"USW00024234","2005-01-20","52"
"USW00024234","2005-01-21","56"
"USW00024234","2005-01-22","54"
"USW00024234","2005-01-23","52"
"USW00024234","2005-01-24","50"
"USW00024234","2005-01-25","45"
"USW00024234","2005-01-26","46"
"USW00024234","2005-01-27","48"
"USW00024234","2005-01-28","46"
"USW00024234","2005-01-29","0"
"USW00024234","2005-01-30","47"
"USW00024234","2005-01-31","49"
"USW00024234","2005-02-01","47"
"USW00024234","2005-02-02","54"
"USW00024234","2005-02-03","47"
"USW00024234","2005-02-04","46"
"USW00024234","2005-02-05","43"
"USW00024234","2005-02-06","41"
"USW00024234","2005-02-07","41"
"USW00024234","2005-02-08","39"
"USW00024234","2005-02-09","40"
"USW00024234","2005-02-10","41"
"USW00024234","2005-02-11","43"
"USW00024234","2005-02-12","46"
"USW00024234","2005-02-13","42"
"USW00024234","2005-02-14","38"
"USW00024234","2005-02-15","36"
"USW00024234","2005-02-16","42"
"USW00024234","2005-02-17","40"
"USW00024234","2005-02-18","42"
"USW00024234","2005-02-19","37"
"USW00024234","2005-02-20","42"
"USW00024234","2005-02-21","40"
"USW00024234","2005-02-22","41"
"USW00024234","2005-02-23","44"
"USW00024234","2005-02-24","47"
"USW00024234","2005-02-25","44"
"USW00024234","2005-02-26","42"
"USW00024234","2005-02-27","48"
"USW00024234","2005-02-28","52"
"USW00024234","2005-03-01","54"
"USW00024234","2005-03-02","51"
"USW00024234","2005-03-03","52"
"USW00024234","2005-03-04","52"
"USW00024234","2005-03-05","51"
"USW00024234","2005-03-06","56"
"USW00024234","2005-03-07","57"
"USW00024234","2005-03-08","58"
"USW00024234","2005-03-09","54"
"USW00024234","2005-03-10","55"
"USW00024234","2005-03-11","53"
"USW00024234","2005-03-12","54"
"USW00024234","2005-03-13","52"
"USW00024234","2005-03-14","49"
"USW00024234","2005-03-15","50"
"USW00024234","2005-03-16","46"
"USW00024234","2005-03-17","48"
"USW00024234","2005-03-18","45"
"USW00024234","2005-03-19","47"
"USW00024234","2005-03-20","48"
"USW00024234","2005-03-21","43"
"USW00024234","2005-03-22","47"
"USW00024234","2005-03-23","48"
"USW00024234","2005-03-24","49"
"USW00024234","2005-03-25","48"
"USW00024234","2005-03-26","48"
"USW00024234","2005-03-27","49"
"USW00024234","2005-03-28","46"
"USW00024234","2005-03-29","47"
"USW00024234","2005-03-30","48"
"USW00024234","2005-03-31","50"
"USW00024234","2005-04-01","48"
"USW00024234","2005-04-02","48"
"USW00024234","2005-04-03","48"
"USW00024234","2005-04-04","46"
"USW00024234","2005-04-05","50"
"USW00024234","2005-04-06","56"
"USW00024234","2005-04-07","49"
"USW00024234","2005-04-08","46"
"USW00024234","2005-04-09","48"
"USW00024234","2005-04-10","46"
"USW00024234","2005-04-11","44"
"USW00024234","2005-04-12","42"
"USW00024234","2005-04-13","46"
"USW00024234","2005-04-14","47"
"USW00024234","2005-04-15","46"
"USW00024234","2005-04-16","50"
"USW00024234","2005-04-17","49"
"USW00024234","2005-04-18","52"
"USW00024234","2005-04-19","51"
"USW00024234","2005-04-20","54"
"USW00024234","2005-04-21","56"
"USW00024234","2005-04-22","64"
"USW00024234","2005-04-23","60"
"USW00024234","2005-04-24","60"
"USW00024234","2005-04-25","60"
"USW00024234","2005-04-26","61"
"USW00024234","2005-04-27","62"
"USW00024234","2005-04-28","60"
"USW00024234","2005-04-29","55"
"USW00024234","2005-04-30","57"
"USW00024234","2005-05-01","59"
"USW00024234","2005-05-02","59"
"USW00024234","2005-05-03","59"
"USW00024234","2005-05-04","62"
"USW00024234","2005-05-05",
"USW00024234","2005-05-06","60"
"USW00024234","2005-05-07","56"
"USW00024234","2005-05-08","56"
"USW00024234","2005-05-09","57"
"USW00024234","2005-05-10","59"
"USW00024234","2005-05-11","58"
"USW00024234","2005-05-12","59"
"USW00024234","2005-05-13","60"
"USW00024234","2005-05-14","64"
"USW00024234","2005-05-15","59"
"USW00024234","2005-05-16","56"
"USW00024234","2005-05-17","54"
"USW00024234","2005-05-18","60"
"USW00024234","2005-05-19","56"
"USW00024234","2005-05-20","56"
"USW00024234","2005-05-21","55"
"USW00024234","2005-05-22","55"
"USW00024234","2005-05-23","55"
"USW00024234","2005-05-24","58"
"USW00024234","2005-05-25","64"
"USW00024234","2005-05-26","73"
"USW00024234","2005-05-27","74"
"USW00024234","2005-05-28","68"
"USW00024234","2005-05-29","61"
"USW00024234","2005-05-30","61"
"USW00024234","2005-05-31","60"
"USW00024234","2005-06-01","59"
"USW00024234","2005-06-02","59"
"USW00024234","2005-06-03","58"
"USW00024234","2005-06-04","58"
"USW00024234","2005-06-05","57"
"USW00024234","2005-06-06","58"
"USW00024234","2005-06-07","57"
"USW00024234","2005-06-08","57"
"USW00024234","2005-06-09","62"
"USW00024234","2005-06-10","60"
"USW00024234","2005-06-11","58"
"USW00024234","2005-06-12","59"
"USW00024234","2005-06-13","59"
"USW00024234","2005-06-14","60"
"USW00024234","2005-06-15","60"
"USW00024234","2005-06-16","64"
"USW00024234","2005-06-17","62"
"USW00024234","2005-06-18","65"
"USW00024234","2005-06-19","65"
"USW00024234","2005-06-20","69"
"USW00024234","2005-06-21","65"
"USW00024234","2005-06-22","60"
"USW00024234","2005-06-23","61"
"USW00024234","2005-06-24","66"
"USW00024234","2005-06-25","65"
"USW00024234","2005-06-26","61"
"USW00024234","2005-06-27","60"
"USW00024234","2005-06-28","62"
"USW00024234","2005-06-29","66"
"USW00024234","2005-06-30","67"
"USW00024234","2005-07-01","63"
"USW00024234","2005-07-02","60"
"USW00024234","2005-07-03","64"
"USW00024234","2005-07-04","68"
"USW00024234","2005-07-05","66"
"USW00024234","2005-07-06","65"
"USW00024234","2005-07-07","65"
"USW00024234","2005-07-08","60"
"USW00024234","2005-07-09","63"
"USW00024234","2005-07-10","62"
"USW00024234","2005-07-11","65"
"USW00024234","2005-07-12","67"
"USW00024234","2005-07-13","66"
"USW00024234","2005-07-14","67"
"USW00024234","2005-07-15","65"
"USW00024234","2005-07-16","65"
"USW00024234","2005-07-17","69"
"USW00024234","2005-07-18","75"
"USW00024234","2005-07-19","66"
"USW00024234","2005-07-20","67"
"USW00024234","2005-07-21","69"
"USW00024234","2005-07-22","67"
"USW00024234","2005-07-23","66"
"USW00024234","2005-07-24","67"
"USW00024234","2005-07-25","67"
"USW00024234","2005-07-26","71"
"USW00024234","2005-07-27","72"
"USW00024234","2005-07-28","73"
"USW00024234","2005-07-29","72"
"USW00024234","2005-07-30","74"
"USW00024234","2005-07-31","73"
"USW00024234","2005-08-01",
"USW00024234","2005-08-02",
"USW00024234","2005-08-03",
"USW00024234","2005-08-04",
"USW00024234","2005-08-05",
"USW00024234","2005-08-06",
"USW00024234","2005-08-07",
"USW00024234","2005-08-08",
"USW00024234","2005-08-09",
"USW00024234","2005-08-10",
"USW00024234","2005-08-11",
"USW00024234","2005-08-12",
"USW00024234","2005-08-13",
"USW00024234","2005-08-14",
"USW00024234","2005-08-15",
"USW00024234","2005-08-16",
"USW00024234","2005-08-17",
"USW00024234","2005-08-18",
"USW00024234","2005-08-19",
"USW00024234","2005-08-20",
"USW00024234","2005-08-21",
"USW00024234","2005-08-22",
"USW00024234","2005-08-23",
"USW00024234","2005-08-24",
"USW00024234","2005-08-25",
"USW00024234","2005-08-26",
"USW00024234","2005-08-27",
"USW00024234","2005-08-28",
"USW00024234","2005-08-29",
"USW00024234","2005-08-30",
"USW00024234","2005-08-31",
"USW00024234","2005-09-01",
"USW00024234","2005-09-02",
"USW00024234","2005-09-03",
"USW00024234","2005-09-04",
"USW00024234","2005-09-05",
"USW00024234","2005-09-06",
"USW00024234","2005-09-07",
"USW00024234","2005-09-08",
"USW00024234","2005-09-09",
"USW00024234","2005-09-10",
"USW00024234","2005-09-11",
